date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2020-09-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",4166.67,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,94,15,5,2,2257_94_15_5,
2020-10-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",4166.67,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,94,15,5,2,2257_94_15_5,
2020-09-15,Sugar - Retail,KG,miscellaneous food,800.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,97,15,5,7,2257_97_15_5,
2020-10-15,Sugar - Retail,KG,miscellaneous food,800.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,97,15,5,7,2257_97_15_5,
2020-09-15,Tomatoes - Retail,KG,vegetables and fruits,516.67,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,114,15,5,4,2257_114_15_5,
2020-10-15,Tomatoes - Retail,KG,vegetables and fruits,466.67,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,114,15,5,4,2257_114_15_5,
2018-01-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2018-02-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2018-05-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2018-06-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2018-08-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,40000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2020-03-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2020-04-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2020-05-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,37000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2020-06-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,37000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2020-07-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,45000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2020-08-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,45000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2020-09-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,45000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2020-10-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,33000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,14,17,5,2257_119_14_17,
2020-09-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,15,5,5,2257_119_15_5,
2020-10-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,433.33,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,119,15,5,5,2257_119_15_5,
2018-01-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,40000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2018-02-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,40000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2018-05-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,45000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2018-06-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,45000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2018-08-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,30000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2020-03-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,30000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2020-04-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2020-05-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,30000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2020-06-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,33000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2020-07-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,30000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2020-08-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2020-10-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,30000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,120,14,17,5,2257_120_14_17,
2020-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1800.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,141,15,5,2,2257_141_15_5,
2020-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1800.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,141,15,5,2,2257_141_15_5,
2020-09-15,Fish (dry) - Retail,KG,"meat, fish and eggs",2900.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,171,15,5,2,2257_171_15_5,
2020-10-15,Fish (dry) - Retail,KG,"meat, fish and eggs",2900.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,171,15,5,2,2257_171_15_5,
2020-09-15,Oil (cotton) - Retail,L,oil and fats,1100.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,172,15,15,6,2257_172_15_15,
2020-10-15,Oil (cotton) - Retail,L,oil and fats,1100.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,172,15,15,6,2257_172_15_15,
2020-04-15,Onions - Wholesale,90 KG,vegetables and fruits,46000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,173,14,17,4,2257_173_14_17,
2020-05-15,Onions - Wholesale,90 KG,vegetables and fruits,35000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,173,14,17,4,2257_173_14_17,
2020-06-15,Onions - Wholesale,90 KG,vegetables and fruits,40000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,173,14,17,4,2257_173_14_17,
2020-07-15,Onions - Wholesale,90 KG,vegetables and fruits,40000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,173,14,17,4,2257_173_14_17,
2020-08-15,Onions - Wholesale,90 KG,vegetables and fruits,65000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,173,14,17,4,2257_173_14_17,
2020-09-15,Onions - Wholesale,90 KG,vegetables and fruits,70000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,173,14,17,4,2257_173_14_17,
2020-10-15,Onions - Wholesale,90 KG,vegetables and fruits,80000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,173,14,17,4,2257_173_14_17,
2020-09-15,Onions - Retail,KG,vegetables and fruits,750.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,173,15,5,4,2257_173_15_5,
2020-10-15,Onions - Retail,KG,vegetables and fruits,800.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,173,15,5,4,2257_173_15_5,
2020-09-15,Salt - Retail,KG,miscellaneous food,300.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,185,15,5,7,2257_185_15_5,
2020-10-15,Salt - Retail,KG,miscellaneous food,300.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,185,15,5,7,2257_185_15_5,
2020-09-15,"Rice (long grain, imported) - Retail",KG,cereals and tubers,400.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,225,15,5,1,2257_225_15_5,
2020-10-15,"Rice (long grain, imported) - Retail",KG,cereals and tubers,400.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,225,15,5,1,2257_225_15_5,
2020-09-15,Milk (powder) - Retail,KG,milk and dairy,2700.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,238,15,5,3,2257_238_15_5,
2020-10-15,Milk (powder) - Retail,KG,milk and dairy,2700.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,238,15,5,3,2257_238_15_5,
2018-08-15,Cassava (cossette) - Wholesale,90 KG,cereals and tubers,20000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,302,14,17,1,2257_302_14_17,
2020-03-15,Cassava (cossette) - Wholesale,90 KG,cereals and tubers,20000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,302,14,17,1,2257_302_14_17,
2020-04-15,Cassava (cossette) - Wholesale,90 KG,cereals and tubers,20000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,302,14,17,1,2257_302_14_17,
2020-05-15,Cassava (cossette) - Wholesale,90 KG,cereals and tubers,24000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,302,14,17,1,2257_302_14_17,
2020-06-15,Cassava (cossette) - Wholesale,90 KG,cereals and tubers,26000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,302,14,17,1,2257_302_14_17,
2020-07-15,Cassava (cossette) - Wholesale,90 KG,cereals and tubers,32000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,302,14,17,1,2257_302_14_17,
2020-08-15,Cassava (cossette) - Wholesale,90 KG,cereals and tubers,29800.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,302,14,17,1,2257_302_14_17,
2020-09-15,Cassava (cossette) - Wholesale,90 KG,cereals and tubers,24000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,302,14,17,1,2257_302_14_17,
2020-10-15,Cassava (cossette) - Wholesale,90 KG,cereals and tubers,24000.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,302,14,17,1,2257_302_14_17,
2020-09-15,Cassava (cossette) - Retail,KG,cereals and tubers,250.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,302,15,5,1,2257_302_15_5,
2020-10-15,Cassava (cossette) - Retail,KG,cereals and tubers,250.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,302,15,5,1,2257_302_15_5,
2020-09-15,Fish (frozen) - Retail,KG,"meat, fish and eggs",2575.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,486,15,5,2,2257_486_15_5,
2020-10-15,Fish (frozen) - Retail,KG,"meat, fish and eggs",2500.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,486,15,5,2,2257_486_15_5,
2020-09-15,Taro - Retail,KG,cereals and tubers,500.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,598,15,5,1,2257_598_15_5,
2020-10-15,Cocoyam (macabo) - Retail,KG,cereals and tubers,675.0,XAF,Cameroon,Adamaoua,815,Batoua Godolé,2257,866,15,5,1,2257_866_15_5,
2018-01-15,Maize - Wholesale,90 KG,cereals and tubers,18000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2018-02-15,Maize - Wholesale,90 KG,cereals and tubers,18000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2018-05-15,Maize - Wholesale,90 KG,cereals and tubers,13500.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2018-06-15,Maize - Wholesale,90 KG,cereals and tubers,13000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2018-08-15,Maize - Wholesale,90 KG,cereals and tubers,10000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2019-08-15,Maize - Wholesale,90 KG,cereals and tubers,15000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2020-03-15,Maize - Wholesale,90 KG,cereals and tubers,15000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2020-04-15,Maize - Wholesale,90 KG,cereals and tubers,16500.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2020-05-15,Maize - Wholesale,90 KG,cereals and tubers,18000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2020-06-15,Maize - Wholesale,90 KG,cereals and tubers,20000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2020-07-15,Maize - Wholesale,90 KG,cereals and tubers,21000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2020-08-15,Maize - Wholesale,90 KG,cereals and tubers,24833.3333,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2020-09-15,Maize - Wholesale,90 KG,cereals and tubers,16666.67,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2020-10-15,Maize - Wholesale,90 KG,cereals and tubers,12000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2020-11-15,Maize - Wholesale,90 KG,cereals and tubers,11000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,14,17,1,2259_51_14_17,
2020-09-15,Maize - Retail,KG,cereals and tubers,250.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,15,5,1,2259_51_15_5,
2020-10-15,Maize - Retail,KG,cereals and tubers,150.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,51,15,5,1,2259_51_15_5,
2020-09-15,Oil (palm) - Retail,L,oil and fats,1000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,62,15,15,6,2259_62_15_15,
2020-10-15,Oil (palm) - Retail,L,oil and fats,1000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,62,15,15,6,2259_62_15_15,
2018-01-15,Cassava - Wholesale,90 KG,cereals and tubers,22000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,68,14,17,1,2259_68_14_17,
2018-02-15,Cassava - Wholesale,90 KG,cereals and tubers,24000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,68,14,17,1,2259_68_14_17,
2018-06-15,Cassava - Wholesale,90 KG,cereals and tubers,14000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,68,14,17,1,2259_68_14_17,
2020-09-15,Potatoes - Retail,KG,cereals and tubers,500.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,83,15,5,1,2259_83_15_5,
2020-10-15,Potatoes - Retail,KG,cereals and tubers,500.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,83,15,5,1,2259_83_15_5,
2020-09-15,Eggs - Retail,30 pcs,"meat, fish and eggs",83.33,XAF,Cameroon,Adamaoua,815,Meiganga,2259,92,15,69,2,2259_92_15_69,
2020-10-15,Eggs - Retail,30 pcs,"meat, fish and eggs",75.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,92,15,69,2,2259_92_15_69,
2020-09-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",4500.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,94,15,5,2,2259_94_15_5,
2020-10-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",4500.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,94,15,5,2,2259_94_15_5,
2020-09-15,Sugar - Retail,KG,miscellaneous food,700.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,97,15,5,7,2259_97_15_5,
2020-10-15,Sugar - Retail,KG,miscellaneous food,750.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,97,15,5,7,2259_97_15_5,
2020-09-15,Tomatoes - Retail,KG,vegetables and fruits,566.67,XAF,Cameroon,Adamaoua,815,Meiganga,2259,114,15,5,4,2259_114_15_5,
2020-10-15,Tomatoes - Retail,KG,vegetables and fruits,616.67,XAF,Cameroon,Adamaoua,815,Meiganga,2259,114,15,5,4,2259_114_15_5,
2018-01-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,30000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2018-02-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2018-05-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2018-06-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2019-08-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,33000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2020-03-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2020-04-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,37000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2020-05-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,49000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2020-06-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,40000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2020-07-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,50000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2020-08-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,50000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2020-09-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,50000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2020-10-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,34333.33,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2020-11-15,Groundnuts (shelled) - Wholesale,90 KG,pulses and nuts,32500.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,14,17,5,2259_119_14_17,
2020-09-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,15,5,5,2259_119_15_5,
2020-10-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,350.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,119,15,5,5,2259_119_15_5,
2018-01-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,30000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2018-02-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,30000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2018-05-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,42000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2018-06-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2018-08-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,45000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2019-08-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,30000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2020-03-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,20000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2020-04-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,25000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2020-05-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,27000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2020-06-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,25000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2020-07-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,27000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2020-08-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,27500.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2020-09-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,27500.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2020-10-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,35000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2020-11-15,Beans (niebe) - Wholesale,90 KG,pulses and nuts,33000.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,14,17,5,2259_120_14_17,
2020-09-15,Beans (niebe) - Retail,KG,pulses and nuts,366.67,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,15,5,5,2259_120_15_5,
2020-10-15,Beans (niebe) - Retail,KG,pulses and nuts,366.67,XAF,Cameroon,Adamaoua,815,Meiganga,2259,120,15,5,5,2259_120_15_5,
2020-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",2400.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,141,15,5,2,2259_141_15_5,
2020-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",2400.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,141,15,5,2,2259_141_15_5,
2020-09-15,Plantains - Retail,KG,vegetables and fruits,750.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,147,15,5,4,2259_147_15_5,
2020-10-15,Plantains - Retail,KG,vegetables and fruits,750.0,XAF,Cameroon,Adamaoua,815,Meiganga,2259,147,15,5,4,2259_147_15_5,
