split,h,1 Month Anomaly Rainfalls (%),Code,Day,FCG,Fatalities,Month,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,Year,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,rCSI,reg_alpha,reg_lambda,subsample,attempt,r2_train,r2_val,shape_train,shape_val,r2_difference,loss_to_minimize
8,12,1,1,1,1,0,1,1,1,0,1,1,1,1.0,0.09,0.266,3,2.8000000000000003,79,0,0.025,0.61,0.7000000000000001,582,0.8739515081181788,0.8736898852359866,"(11560, 21)","(2900, 21)",0.0002616228821922,0.0379976835820809
8,13,0,1,1,1,0,1,1,1,0,0,1,1,0.95,0.84,0.296,3,3.4000000000000004,74,1,0.09,0.865,0.75,480,0.8630883868472268,0.8623461028067168,"(11540, 26)","(2900, 26)",0.00074228404051,0.0415930827741889
8,14,0,1,1,1,0,1,1,1,0,0,1,1,1.0,0.49,0.299,3,7.800000000000001,69,0,0.465,0.735,0.8,597,0.8481086641366921,0.8504994172348906,"(11520, 19)","(2900, 19)",0.0023907530981985,0.0472409279277313
8,15,0,1,1,1,0,1,1,1,0,0,1,1,0.7000000000000001,0.665,0.289,3,8.5,79,1,0.0,0.71,0.6000000000000001,510,0.8517962351824363,0.843020386003729,"(11520, 26)","(2880, 26)",0.0087758491787073,0.0506042238703642
8,16,0,1,1,1,0,1,1,1,0,0,1,1,0.9,0.72,0.167,3,7.6,86,0,0.015,0.4,0.8,416,0.8352786567238518,0.8233069242956963,"(11500, 19)","(2880, 19)",0.0119717324281555,0.0577966156825533
8,17,0,1,1,1,0,1,1,1,0,0,1,1,0.95,0.355,0.166,3,6.9,85,0,0.6,0.59,0.7000000000000001,467,0.8298498485099389,0.8165164243346422,"(11480, 19)","(2880, 19)",0.0133334241752967,0.060378442369726
8,18,0,1,1,1,0,1,1,1,0,0,1,1,0.95,0.56,0.3,3,5.6000000000000005,72,0,0.345,0.8,0.8500000000000001,529,0.8300427085692994,0.8145098787810305,"(11460, 19)","(2880, 19)",0.0155328297882688,0.0618601682809983
8,19,0,1,1,1,0,1,1,1,0,0,1,1,1.0,0.16,0.296,3,6.0,72,0,0.88,0.475,0.65,114,0.8210025638436413,0.8043198854731455,"(11440, 19)","(2880, 19)",0.0166826783704958,0.0653771057062547
8,20,0,1,1,1,0,1,1,1,0,0,1,1,1.0,0.61,0.166,3,7.1000000000000005,88,1,0.68,0.355,0.7000000000000001,574,0.8187646678853608,0.7929856787074547,"(11440, 26)","(2860, 26)",0.0257789891779061,0.072415892058926
8,21,0,1,1,1,0,1,1,1,0,0,1,1,0.9,0.5,0.128,3,1.3,96,0,0.965,0.365,0.8,255,0.8038861583896785,0.7848323602011591,"(11420, 19)","(2860, 19)",0.0190537981885193,0.07217181121506
8,22,1,1,1,1,0,1,0,1,0,0,1,1,0.75,0.41,0.248,3,2.0,83,0,0.155,0.44,0.8,586,0.8132087256803817,0.7890167285184069,"(11400, 19)","(2860, 19)",0.0241919971619748,0.0729717803092678
8,23,1,1,1,1,0,1,0,1,0,1,1,1,0.8,0.355,0.28,3,6.4,72,0,0.6900000000000001,0.5,0.8,535,0.7951387471128075,0.7866085055217218,"(11380, 20)","(2860, 20)",0.0085302415910857,0.0674295449799177
8,24,1,1,1,1,0,1,0,1,0,0,1,1,0.9,0.24,0.106,3,6.5,107,0,0.195,0.2,0.8500000000000001,420,0.7883937438569157,0.7667637288835369,"(11360, 19)","(2860, 19)",0.0216300149733787,0.0786228873242904
8,25,0,1,1,1,0,1,1,1,0,0,1,1,0.9,0.4,0.216,3,4.3,85,0,0.58,0.4,0.8500000000000001,380,0.8053400152127124,0.7755788234834521,"(11360, 19)","(2840, 19)",0.0297611917292602,0.0792308296466684
8,26,1,1,1,1,0,1,1,1,0,0,1,1,0.7000000000000001,0.145,0.225,3,3.9,72,0,0.795,0.975,0.9,553,0.7699699899359858,0.7545708253192978,"(11340, 20)","(2840, 20)",0.015399164616688,0.0797884182508858
8,27,1,1,1,1,0,1,1,1,0,0,1,1,0.7000000000000001,0.205,0.143,3,6.2,94,0,0.04,0.98,0.8500000000000001,157,0.7797655371805692,0.7605833436211625,"(11320, 20)","(2840, 20)",0.0191821935594066,0.0794978743374139
8,28,0,1,1,1,0,1,1,1,0,0,1,1,0.65,0.14,0.228,3,8.9,82,0,0.18,0.5650000000000001,0.8,566,0.7837215503684576,0.7598154213570096,"(11300, 19)","(2840, 19)",0.0239061290114479,0.0816178251974762
8,29,1,1,1,1,0,1,0,1,0,0,1,1,0.8,0.15,0.181,3,7.7,87,0,0.71,0.345,0.95,414,0.7812107018476545,0.7551861781794635,"(11280, 19)","(2840, 19)",0.0260245236681909,0.0838539560134373
8,30,0,1,1,1,0,1,0,1,0,0,1,1,0.7000000000000001,0.335,0.262,3,1.0,75,0,0.35,0.92,0.65,89,0.7686337682489162,0.7416051864972775,"(11280, 18)","(2820, 18)",0.0270285817516386,0.0883298767514722
9,1,0,1,1,1,1,1,1,1,0,1,1,1,1.0,0.33,0.048,6,3.5,253,1,0.23,0.5700000000000001,0.9,315,0.9897618967750828,0.9897228490159206,"(12220, 32)","(3060, 32)",3.904775916230285e-05,0.0030987643988887
9,2,0,1,1,1,1,1,1,1,1,0,1,1,1.0,0.785,0.011,6,4.9,757,0,0.755,0.915,0.6000000000000001,557,0.9799929140447045,0.9799289755579456,"(12200, 25)","(3060, 25)",6.393848675878555e-05,0.0060468827273198
9,3,0,1,1,1,1,1,1,1,0,1,1,1,0.65,0.355,0.033,4,7.4,455,0,0.2,0.585,0.75,432,0.968677143494125,0.968745250231788,"(12180, 25)","(3060, 25)",6.810673766310948e-05,0.0094445316681266
9,4,0,1,1,1,1,1,1,1,1,1,1,1,0.9,0.845,0.016,4,7.7,744,0,0.34,0.2,0.7000000000000001,368,0.959974215066956,0.9595971524906632,"(12160, 26)","(3060, 26)",0.0003770625762927,0.0122716792833181
9,5,0,1,1,1,0,1,1,1,0,1,1,1,0.8500000000000001,0.505,0.042,4,2.5,263,0,0.34,0.67,0.8,448,0.9490105897624064,0.949088554701307,"(12160, 20)","(3040, 20)",7.796493890055434e-05,0.0153513985285084
9,6,0,1,1,1,0,1,1,1,1,1,1,1,1.0,0.165,0.179,3,9.3,130,0,0.505,0.315,0.8500000000000001,482,0.9378318086270148,0.9378589569437188,"(12140, 21)","(3040, 21)",2.7148316703806685e-05,0.0186694612335882
9,7,0,1,1,1,0,1,1,1,1,1,1,1,1.0,0.805,0.116,3,5.4,164,0,0.06,0.365,0.75,206,0.9285915493833192,0.9288696576344162,"(12120, 21)","(3040, 21)",0.000278108251097,0.0216172109607722
9,8,0,1,1,1,0,1,1,1,0,1,1,1,0.9,0.11,0.077,3,3.7,210,0,0.06,0.97,0.9,449,0.9173439929098296,0.917371354452634,"(12100, 20)","(3040, 20)",2.736154280447156e-05,0.0248159552070142
9,9,0,1,1,1,0,1,1,1,1,0,1,1,0.95,0.555,0.197,3,6.6000000000000005,109,1,0.54,0.705,0.95,346,0.9085625254819087,0.9082040647296492,"(12080, 27)","(3040, 27)",0.0003584607522596,0.0276821648820091
9,10,1,1,1,1,1,1,1,1,1,0,1,1,0.8500000000000001,0.55,0.233,3,1.3,87,0,0.53,0.74,0.65,60,0.8970066233649518,0.8969088288587275,"(12080, 26)","(3020, 26)",9.779450622438012e-05,0.0309664691448715
9,11,0,1,1,1,0,1,1,1,1,1,1,1,0.8,1.0,0.191,3,8.3,101,0,0.42,0.85,0.6000000000000001,158,0.8900420531497176,0.8885233659102982,"(12060, 21)","(3020, 21)",0.0015186872394193,0.0340504651226782
9,12,0,1,1,1,0,1,1,1,0,1,1,1,1.0,0.36,0.138,3,6.300000000000001,113,0,0.465,0.045,0.7000000000000001,473,0.8792373126859458,0.8795653953166905,"(12040, 20)","(3020, 20)",0.0003280826307446,0.0364584640357375
9,13,0,1,1,1,0,1,1,1,0,1,1,1,0.7000000000000001,0.155,0.281,3,7.300000000000001,74,0,0.895,0.965,0.65,535,0.8611544389253085,0.8607877123853358,"(12020, 20)","(3020, 20)",0.0003667265399727,0.0419103769003883
9,14,0,1,1,1,0,1,1,1,0,0,1,1,1.0,0.39,0.22,3,6.0,80,0,0.625,0.55,0.6000000000000001,479,0.8527303373388186,0.8525976324091317,"(12000, 19)","(3020, 19)",0.0001327049296869,0.0442737922491352
9,15,0,1,1,1,0,1,1,1,0,0,1,1,0.9,0.5750000000000001,0.263,3,1.8,78,0,0.355,0.225,0.75,583,0.8504918568104541,0.8493577265191736,"(12000, 19)","(3000, 19)",0.0011341302912805,0.0456463341607601
9,16,0,1,1,1,0,1,1,1,0,0,1,1,1.0,0.61,0.207,3,3.2,91,0,0.06,0.59,0.95,491,0.8501006847186483,0.8413674203957806,"(11980, 19)","(3000, 19)",0.0087332643228676,0.0510830796104129
9,17,0,1,1,1,0,1,1,1,0,1,1,1,0.95,0.75,0.285,3,8.5,67,0,0.31,0.625,0.65,306,0.8205014385811773,0.8203048627576305,"(11960, 20)","(3000, 20)",0.0001965758235468,0.0539871715021295
9,18,0,1,1,1,0,1,1,1,0,0,1,1,0.8500000000000001,0.965,0.156,3,4.800000000000001,86,0,0.22,0.665,0.75,335,0.8191745864355824,0.8130005672659393,"(11940, 19)","(3000, 19)",0.0061740191696431,0.0585694374880754
9,19,0,1,1,1,0,1,1,1,0,0,1,1,0.8500000000000001,0.125,0.199,3,7.5,81,0,0.22,0.745,0.6000000000000001,150,0.817439461101746,0.8094551937308817,"(11920, 19)","(3000, 19)",0.0079842673708643,0.0603571488290812
9,20,0,1,1,1,0,1,1,1,0,0,1,1,0.7000000000000001,0.945,0.191,3,2.4000000000000004,83,0,0.41,0.73,0.8,586,0.81634247925339,0.8056925131533861,"(11920, 19)","(2980, 19)",0.0106499661000039,0.0625522324939857
9,21,1,1,1,1,0,1,1,1,0,0,1,1,0.6000000000000001,0.9,0.114,3,3.8,113,0,0.67,0.71,0.7000000000000001,271,0.8152350200952363,0.8006957696812107,"(11900, 20)","(2980, 20)",0.0145392504140255,0.065606969261247
9,22,1,1,1,1,0,1,0,1,0,0,1,1,0.95,1.0,0.16,3,4.800000000000001,89,0,0.405,0.055,0.95,148,0.8018137630458921,0.7882823468900703,"(11880, 19)","(2980, 19)",0.0135314161558218,0.0689278623953076
9,23,1,1,1,1,0,1,0,1,0,0,1,1,0.8,0.135,0.223,3,3.6,80,0,0.625,0.775,1.0,548,0.8026944157741969,0.7875020173812154,"(11860, 19)","(2980, 19)",0.0151923983929814,0.0698263541428279
9,24,1,1,1,1,0,1,0,1,0,1,1,1,0.75,0.645,0.203,3,4.1000000000000005,79,0,0.77,0.31,0.65,444,0.7878199154245625,0.7809533035151023,"(11840, 20)","(2980, 20)",0.0068666119094602,0.0684606537092534
9,25,1,1,1,1,0,1,0,1,0,1,1,1,0.7000000000000001,0.5,0.177,3,8.1,78,0,0.71,0.835,0.65,442,0.7743520268391535,0.7707994273604707,"(11840, 20)","(2960, 20)",0.0035525994786828,0.0701812115833319
9,26,1,1,1,1,0,1,1,1,0,0,1,1,0.6000000000000001,0.055,0.174,3,4.9,79,0,0.43,0.7000000000000001,0.8500000000000001,215,0.76837961053998,0.761267297762644,"(11820, 20)","(2960, 20)",0.007112312777336,0.0744647357821412
9,27,1,1,1,1,0,1,0,1,0,0,1,1,0.9,0.285,0.23,3,1.0,74,0,0.055,0.595,0.65,120,0.7650495682651235,0.7652351564760079,"(11800, 19)","(2960, 19)",0.0001855882108844,0.070615041268082
9,28,1,1,1,1,0,1,0,1,0,0,1,1,0.65,0.47,0.2,3,2.2,80,0,0.275,0.55,0.65,323,0.7715089902912043,0.7650647248771805,"(11780, 19)","(2960, 19)",0.0064442654140238,0.0730582887024554
9,29,1,1,1,1,0,1,0,1,0,0,1,1,0.8,0.425,0.193,3,1.4,79,0,0.425,0.955,1.0,575,0.7646929160566734,0.7510407515490793,"(11760, 19)","(2960, 19)",0.0136521645075941,0.0801486403383138
9,30,1,1,1,1,0,1,0,1,0,0,1,1,0.6000000000000001,0.7000000000000001,0.197,3,2.8000000000000003,85,1,0.12,0.02,0.7000000000000001,79,0.7758249278000948,0.7442451439273978,"(11760, 26)","(2940, 26)",0.031579783872697,0.0893583703708594
10,1,1,1,1,1,0,1,1,1,1,0,1,1,0.95,0.43,0.025,6,7.6,443,1,0.035,0.625,0.8500000000000001,589,0.989397765481501,0.9893748344886624,"(12720, 28)","(3180, 28)",2.2930992838787745e-05,0.0031967220505368
10,2,0,1,1,1,0,1,0,1,0,0,1,1,1.0,0.475,0.028,5,5.4,412,1,0.5,0.94,0.8500000000000001,409,0.9788911976796492,0.9788764797346368,"(12700, 25)","(3180, 25)",1.4717945012621136e-05,0.006342943257614
10,3,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0.155,0.036,4,4.0,323,1,0.14,0.37,0.7000000000000001,602,0.9680173326911934,0.9681087535174354,"(12680, 33)","(3180, 33)",9.142082624202796e-05,0.0096587947710114
10,4,0,1,1,1,0,1,1,1,1,0,1,1,0.95,0.065,0.032,4,3.3000000000000003,327,0,0.6900000000000001,0.665,0.7000000000000001,352,0.9570932407603095,0.957096393603868,"(12660, 20)","(3180, 20)",3.1528435585626013e-06,0.0128742347623981
10,5,0,1,1,1,0,1,0,1,0,0,1,1,0.95,0.885,0.094,3,2.1,248,0,0.94,0.415,0.6000000000000001,516,0.946267399545222,0.946284265679465,"(12640, 18)","(3180, 18)",1.6866134243009867e-05,0.0161315864304035
10,6,1,1,1,1,1,1,0,1,0,0,1,1,0.95,0.945,0.076,3,8.700000000000001,218,1,0.07,0.185,0.65,368,0.936418652872502,0.9361586086153364,"(12640, 31)","(3160, 31)",0.0002600442571655,0.0192564351182652
10,7,1,1,1,1,0,1,0,1,1,0,1,1,0.8,0.515,0.256,3,3.9,95,0,0.175,0.6900000000000001,0.95,597,0.9253988843968408,0.9258861612197218,"(12620, 20)","(3160, 20)",0.000487276822881,0.0227214284569645
10,8,1,1,1,1,0,1,0,1,0,0,1,1,1.0,0.275,0.213,3,3.1,99,0,0.21,0.91,0.75,412,0.913462314462004,0.9126816089054524,"(12600, 19)","(3160, 19)",0.0007807055565514,0.0265077995509848
10,9,1,1,1,1,1,1,1,1,1,0,1,1,0.95,0.42,0.065,3,2.6,160,0,0.735,0.11,1.0,564,0.9009788393548168,0.901262023550608,"(12580, 26)","(3160, 26)",0.0002831841957912,0.0299045771306088
10,10,1,1,1,1,1,1,1,1,0,0,1,1,0.6000000000000001,0.115,0.203,3,3.3000000000000003,90,0,0.02,0.28,0.75,600,0.892092363351632,0.891877846895456,"(12560, 25)","(3160, 25)",0.0002145164561759,0.0325224525138335
10,11,1,1,1,1,0,1,1,1,0,1,1,1,0.75,0.47,0.243,3,1.8,73,0,0.65,0.78,0.8500000000000001,297,0.8758484636848456,0.8757788105831694,"(12560, 21)","(3140, 21)",6.965310167617034e-05,0.0372942180657196
10,12,1,1,1,1,0,1,1,1,1,0,1,1,0.75,0.085,0.25,3,5.0,84,0,0.805,0.615,0.7000000000000001,579,0.8792680044753288,0.872956391133908,"(12540, 21)","(3140, 21)",0.0063116133414208,0.0406377279963959
10,13,1,1,1,1,1,1,1,1,0,0,1,1,0.65,0.715,0.217,3,5.9,80,0,0.67,0.195,0.8500000000000001,465,0.8619939317838046,0.8623587902613862,"(12520, 25)","(3140, 25)",0.0003648584775816,0.0416572213991657
10,14,1,1,1,1,0,1,1,1,0,0,1,1,0.75,0.685,0.275,3,4.0,71,1,0.775,0.64,1.0,149,0.8504272858506295,0.8444045697066781,"(12500, 27)","(3140, 27)",0.0060227161439514,0.0490877155455771
10,15,1,1,1,1,0,1,1,1,0,0,1,1,0.65,0.25,0.208,3,5.1000000000000005,79,0,0.525,0.775,0.8500000000000001,551,0.843421104946092,0.8319896530570463,"(12480, 20)","(3140, 20)",0.0114314518890457,0.0549756848385043
10,16,1,1,1,1,0,1,1,1,0,0,1,1,0.8500000000000001,0.6950000000000001,0.221,3,4.5,77,0,0.17,0.465,0.9,368,0.83748198613261,0.8194941184559319,"(12480, 20)","(3120, 20)",0.0179878676766781,0.0613469115338916
10,17,1,1,1,1,0,1,1,1,0,0,1,1,0.65,0.495,0.22,3,3.7,75,0,0.06,0.5,1.0,536,0.8269729597723898,0.8131246658693716,"(12460, 20)","(3120, 20)",0.0138482939030182,0.0616019178003958
10,18,1,1,1,1,0,1,1,1,0,0,1,1,0.65,0.935,0.178,3,3.8,80,0,0.085,0.14,0.7000000000000001,423,0.8189133867018545,0.8042106637654678,"(12440, 20)","(3120, 20)",0.0147027229363867,0.0646178900449143
10,19,1,1,1,1,0,1,1,1,1,1,1,1,0.8,0.86,0.183,3,4.800000000000001,88,0,0.14,0.16,0.8,408,0.8287747608151601,0.7976857804121252,"(12420, 22)","(3120, 22)",0.0310889804030348,0.0731298580375763
10,20,1,1,1,1,0,1,1,1,0,0,1,1,0.8500000000000001,0.36,0.272,3,9.9,70,0,0.91,0.59,0.75,75,0.8088879292785074,0.7884461682823609,"(12400, 20)","(3120, 20)",0.0204417609961464,0.0716428539137503
10,21,1,1,1,1,0,1,1,1,1,0,1,1,0.8,0.38,0.218,3,5.5,72,0,0.0,0.56,0.95,552,0.7977863491178859,0.7741494274347946,"(12400, 21)","(3100, 21)",0.0236369216830912,0.0772099404427981
10,22,1,1,1,1,0,1,1,1,1,0,1,1,0.75,0.37,0.146,3,2.9000000000000004,90,0,0.65,0.26,0.6000000000000001,457,0.8040594860492177,0.772768452113599,"(12380, 21)","(3100, 21)",0.0312910339356187,0.0806858779401677
10,23,0,1,1,1,0,1,1,1,1,0,1,1,0.7000000000000001,0.19,0.288,3,5.7,70,0,0.79,0.6950000000000001,0.6000000000000001,577,0.7974532414087451,0.7771886437840044,"(12360, 20)","(3100, 20)",0.0202645976247406,0.0749492459146949
10,24,0,1,1,1,0,1,1,1,0,1,1,1,0.65,0.505,0.3,3,6.2,68,0,0.715,0.58,0.95,448,0.7837572216870676,0.7548252791224976,"(12340, 20)","(3100, 20)",0.0289319425645699,0.0851251932890787
10,25,1,1,1,1,0,1,1,1,0,0,1,1,0.7000000000000001,0.1,0.169,3,3.4000000000000004,87,0,0.61,0.1,0.8500000000000001,201,0.7887107498453999,0.7576138914192639,"(12320, 20)","(3100, 20)",0.0310968584261359,0.0851545759446752
10,26,0,1,1,1,1,1,1,1,1,0,1,1,0.65,0.735,0.248,3,7.800000000000001,74,0,0.36,0.135,0.8500000000000001,489,0.7900767606727395,0.7636070841954651,"(12320, 25)","(3080, 25)",0.0264696764772743,0.0815057453322702
10,27,1,1,1,1,0,1,0,1,0,0,1,1,0.6000000000000001,0.515,0.175,3,7.7,85,0,0.215,0.455,0.8,359,0.7738696371207785,0.7395190678717218,"(12300, 19)","(3080, 19)",0.0343505692490566,0.0918845073381061
10,28,0,1,1,1,0,1,1,1,0,0,1,1,0.6000000000000001,0.86,0.224,3,2.1,77,0,0.35,0.265,0.7000000000000001,394,0.7746112689270527,0.7325017840008747,"(12280, 19)","(3080, 19)",0.0421094849261779,0.0970932587702087
10,29,1,1,1,1,0,1,0,1,0,0,1,1,0.6000000000000001,0.06,0.173,3,3.0,87,0,0.545,0.8,0.65,601,0.7687898602362642,0.7348973709725313,"(12260, 19)","(3080, 19)",0.0338924892637328,0.0930877844137337
10,30,1,1,1,1,0,1,1,1,0,0,1,1,0.7000000000000001,0.645,0.204,3,7.800000000000001,78,0,0.92,0.765,0.7000000000000001,578,0.7643722327784659,0.7297462367325691,"(12240, 20)","(3080, 20)",0.0346259960458967,0.0949265273985879
