Country,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso
11,0.9695225553241847,0.967016251783951,0.9129641370846898,0.9309386632913063,0.874554507195737,0.9366919649507846,0.8916087751852685,0.914777888260453,0.7935113401927687,0.9094517398551066
12,0.9598461070012344,0.9598721767029114,0.8797833745804924,0.9069958284128279,0.8817983210032262,0.9473089231068637,0.8758179126001869,0.9102781523973165,0.7246846422000743,0.878196522353178
13,0.958890003873421,0.9600085474704366,0.8538118730590545,0.8879125380854269,0.8731224744356307,0.9439796285858176,0.8612256411624705,0.9037876587572659,0.6458226097604672,0.8660809297949856
14,0.9535631441251579,0.9561740048598995,0.8515044430442523,0.8828048901162555,0.8630176228905428,0.9386921599813021,0.809535959884737,0.8617087355766315,0.5776978616515718,0.8423793786999362
15,0.9447104682440264,0.9505890476934297,0.8340382674752355,0.8760071938976206,0.8638373257401992,0.9367096538441246,0.8253607293662815,0.8758210635602024,0.5291929676052165,0.8281676186076469
16,0.9440922386325662,0.9514187403521538,0.8260599214794071,0.8669370704706849,0.8714726411053246,0.9412783538020135,0.8552512866494728,0.8912750906145813,0.5036727319043426,0.8177012626741128
17,0.9331675670805437,0.9464811537846206,0.800005669234122,0.8571968300447924,0.8854276150184912,0.94857015207205,0.8585421115599497,0.8924233019243393,0.4926778520500875,0.8252248334304355
18,0.9284121888907667,0.9439097726677049,0.7782649787497546,0.8517582003574943,0.8650994749512999,0.9520860166139544,0.8417255360889279,0.8837547178171649,0.5253063134175853,0.8510641514655863
19,0.9241415343490654,0.9445863998033401,0.7182657304543039,0.8136501000829912,0.8832829219460689,0.9556080664856846,0.8130515007313082,0.8695133280595542,0.5144775088232769,0.8396397941260637
20,0.922284754763384,0.941578639447694,0.7058691743273607,0.8235438770753528,0.8791955684381594,0.9548106734263321,0.7731733364986159,0.8494133367675346,0.5099810757260523,0.8412019841255168
21,0.9114471079977849,0.9365817369734228,0.6508080380118038,0.8022951524795705,0.8309947187810345,0.9423367057819476,0.7440926126300548,0.8330178710694074,0.41355685860424973,0.8090910494886248
22,0.9109288619672822,0.9414412171734575,0.5936096729387899,0.7556166839745053,0.803202229332572,0.9360385372305433,0.6810921585601466,0.8255572358681218,0.3452123970358769,0.7714082243359266
23,0.9139216824863869,0.9480297398105213,0.6030647603150402,0.757373390798981,0.7859586047344232,0.9386744634129343,0.5795444926982718,0.7938937286507999,0.335769922832047,0.7656063407614512
24,0.885542823856331,0.927632573153193,0.5759802972453356,0.7125160997695466,0.7412824091888046,0.9311595970128853,0.446823991600542,0.7494731688832919,0.31509346110295045,0.752328700237533
25,0.8674137645542045,0.9139435368959429,0.5868087815812708,0.7071102657083064,0.7376624907382987,0.9447139760384498,0.4448007322366502,0.7743829944729274,0.3084305234172662,0.7630626184957633
26,0.8596918929520145,0.9140945553514673,0.5215531486963294,0.6274841451840554,0.7271659512622264,0.9410046011283548,0.3742588204413906,0.7670597455983572,0.29614898657600985,0.748991161071459
27,0.8517419928805807,0.9115532891338233,0.5332440284532654,0.624818020797388,0.7295839393011819,0.931493284917597,0.3761644911368406,0.7763964410530214,0.3104449768847546,0.7570963097116681
28,0.852284609846943,0.897248006613283,0.5311775565331652,0.6259991448659561,0.7493366249395741,0.9439297459579912,0.4596039433624103,0.7803191249060033,0.24906597456509205,0.7442576891727826
29,0.8704111588695504,0.8924954031291928,0.4029197001433147,0.5348828688198513,0.7416440933074235,0.9389512993321419,0.46432753178505637,0.6970586063814799,0.31321365329007056,0.7543338096647978
30,0.8585395997152943,0.8807290156492201,0.26219234857327767,0.47532922872121497,0.7437069367739502,0.9399487502266117,0.586488000066318,0.6733618191033925,0.27619999687756036,0.7226409393081658
