batch_size,dropout,n_epochs,n_input,n_nodes,optimizer,shuffle,loss
44,0.21449703657311367,27,71,843,rmsprop,False,2.027500483161552
32,0.26122604258640736,27,81,719,rmsprop,True,1.2886512823976755
17,0.04985829714935058,90,107,350,rmsprop,False,0.8288102328403835
63,0.10790150607401122,18,18,51,rmsprop,False,0.37491905525716346
32,0.18495759142600093,64,28,370,rmsprop,False,0.3257769659248442
53,0.15132737489059284,30,43,362,rmsprop,False,1.0681621978021285
16,0.27641891091600573,45,81,440,rmsprop,True,0.811226069376413
44,0.434987688729196,26,64,150,rmsprop,False,0.6051537565200236
48,0.38950892471507426,53,106,978,rmsprop,False,1.3161679515903029
40,0.23189043273177226,92,100,338,rmsprop,False,0.5884488162092184
33,0.29595353235260696,4,81,136,rmsprop,True,0.7229129887048827
55,0.33186092451456645,57,62,365,rmsprop,False,0.221966425254794
20,0.13776228040393926,13,75,558,rmsprop,False,0.517479534759072
55,0.030302113182048507,57,78,745,rmsprop,False,0.1881085027643568
62,0.023300011086888145,34,6,586,rmsprop,False,0.35774172866298976
52,0.08955288394319233,72,78,566,rmsprop,True,0.9939913558477015
55,0.056332034568108924,2,16,489,rmsprop,False,0.46802909844832585
41,0.11971532848032165,65,51,887,rmsprop,False,0.6282481192472076
50,0.06815127637007301,67,91,110,rmsprop,False,0.9626357686366065
7,0.030701815971767132,83,93,945,rmsprop,True,1.4791722789969257
5,0.25730643341334314,36,47,905,rmsprop,False,1.447597435538271
57,0.20554105597116656,97,98,787,rmsprop,False,1.2236449291964588
1,0.006195521635787349,57,117,450,rmsprop,False,0.6002249546224027
11,0.23659882220835474,94,29,21,rmsprop,False,0.35417276413474863
54,0.10148238470782545,32,105,577,rmsprop,True,0.9716867513209888
42,0.18913592536433854,42,74,705,rmsprop,False,1.2759760047532596
34,0.42912845480259854,77,33,725,rmsprop,False,0.463379891462376
29,0.3836898119458839,80,95,845,rmsprop,False,0.6695309747912369
22,0.15791402265351978,58,76,164,rmsprop,False,0.20386312397792183
12,0.1560222152638083,8,14,194,rmsprop,False,0.37681755669946265
22,0.12966891610946568,85,76,56,rmsprop,True,0.6420961937307113
22,0.042094556862530996,58,10,545,adam,False,0.30393835180644324
8,0.220573991407557,55,42,58,rmsprop,False,0.5836611231762341
60,0.004568757453508831,86,23,48,rmsprop,False,0.3404291678958694
49,0.17076396022437357,46,46,176,rmsprop,False,0.6078371017145031
9,0.07186333587262868,58,76,745,rmsprop,True,1.2606003124628797
3,0.2759351223402889,82,24,697,adam,False,0.32394756682354137
23,0.3546807523764587,35,99,233,rmsprop,False,1.1319684722208039
36,0.31135267787689114,54,60,325,rmsprop,False,0.4037758109042729
28,0.19579535841643136,87,116,268,rmsprop,False,0.5968672925447928
27,0.09854882000422543,70,53,809,adam,True,1.215323037880606
4,0.47173152310427247,31,78,969,rmsprop,False,0.3881685460847303
24,0.11666291883323347,56,89,916,rmsprop,False,1.6808700087634283
55,0.150320771478059,17,67,118,rmsprop,False,0.5306990778113068
56,0.5782790356572789,68,17,196,adam,False,0.314723022236327
6,0.3991435260064857,51,110,608,rmsprop,True,1.0268331288505272
35,0.034938843458915014,71,48,805,rmsprop,False,0.4971757060120843
43,0.24332877458230912,6,65,216,rmsprop,False,0.6934888839284941
21,0.062060282160306235,50,9,768,rmsprop,False,0.3427278535156121
51,0.2965040595950393,15,84,513,adam,False,0.6446150630082265
15,0.5112085686672558,25,61,803,rmsprop,True,0.9559402617841115
38,0.07974055455182222,62,118,371,rmsprop,False,1.7795577958641715
22,0.3316287384658161,1,109,632,rmsprop,False,1.6911826649904893
30,0.0026198143597371826,22,19,177,rmsprop,False,0.30560184434793786
14,0.5473220027630288,37,88,878,adam,False,0.6187915393710981
18,0.17205038177185256,59,68,693,rmsprop,True,1.4845247110629807
59,0.14260105840465787,29,52,721,rmsprop,False,1.6113467708563018
45,0.6532462381861275,73,22,26,rmsprop,False,0.36588148459115083
2,0.2797069788897705,84,55,95,rmsprop,False,0.8716290459115585
47,0.21914407598212787,91,20,112,adam,False,0.28972364666303463
26,0.017865405154670916,81,50,164,rmsprop,True,1.0214574397629694
19,0.4593409264972891,41,59,665,rmsprop,False,0.3992788298597856
37,0.35072512633280717,57,36,273,rmsprop,False,0.43175895259309993
46,0.12851892560977418,69,80,70,rmsprop,False,0.5013531211646779
25,0.19661380463111935,10,58,622,adam,False,0.7691618893134587
13,0.25000841990778105,58,49,304,rmsprop,False,0.9514522274530306
44,0.2608295988479478,27,39,846,rmsprop,False,0.6981019076832274
44,0.0940920039088823,89,103,928,rmsprop,False,0.554953495132361
40,0.30672841271315593,27,13,547,rmsprop,False,0.34147958841105985
31,0.04353771394631864,3,87,783,rmsprop,False,0.6308321973243793
39,0.4144802266621892,12,7,482,rmsprop,False,0.36931516793581365
16,0.1831085987077109,76,57,984,rmsprop,False,1.4453308420296778
32,0.22687695913823058,20,12,445,rmsprop,False,0.35027600285709326
17,0.1600715965401608,19,26,253,rmsprop,False,0.3761262495540868
20,0.4357830240406047,99,115,358,rmsprop,False,0.5799526147967983
55,0.36851670540362047,38,56,711,rmsprop,False,0.936840338076029
63,0.3263034884954339,40,31,723,rmsprop,False,0.5022481547267114
7,0.11728371076610894,21,113,594,rmsprop,False,1.3530333484102444
61,0.27772868739317597,44,72,447,rmsprop,False,0.5438355815817856
53,0.2109467771617428,5,69,164,rmsprop,False,0.9404807261255839
5,0.4902931916683098,11,34,128,rmsprop,False,0.4401976819454534
41,0.06523148485014996,27,8,707,rmsprop,False,0.34146313281171586
62,0.13880047986310223,49,45,357,rmsprop,True,0.5953205224228507
22,0.3953521184288457,98,78,777,rmsprop,False,0.5444628767370585
33,0.24492843418184732,16,5,815,rmsprop,False,0.365257656552978
50,0.08906543286116078,96,77,169,rmsprop,False,0.1435865603722666
54,0.08509322764092109,78,112,763,rmsprop,False,0.3948201540469848
1,0.011021105166509674,60,77,385,adam,False,7.885597538997375
50,0.02804633559193181,9,76,983,rmsprop,True,1.5292698271482155
52,0.10906686631849394,48,54,796,rmsprop,False,2.2056131927269322
29,0.04166224967022013,96,77,220,rmsprop,False,0.2591375329217972
50,0.06277644776855759,96,27,265,rmsprop,False,0.3754559974692338
50,0.1614335456412222,74,111,169,adam,False,0.8546471233555849
57,0.17822388124282085,7,37,31,rmsprop,True,0.5972646350176578
11,0.08722202046447831,39,40,745,rmsprop,False,0.998830041144101
42,0.005500009067534062,95,90,471,rmsprop,False,0.3335729868613905
48,0.1995396530591515,64,104,590,rmsprop,False,0.2919418920510607
34,0.13199010265091313,43,85,228,rmsprop,False,0.20902471760263772
9,0.05309067980716958,66,70,46,adam,False,0.4376555861454922
60,0.10609987049654432,24,97,165,rmsprop,True,0.9023585882595191
58,0.024357879186839904,63,63,406,rmsprop,False,0.17873224525239423
58,0.022651100592310257,63,92,442,rmsprop,False,0.17700764038388803
12,0.022949600872094522,45,73,576,rmsprop,False,0.18777815089915473
58,0.07310526687799129,33,63,185,rmsprop,False,0.700360537333083
27,0.8547740728412373,4,92,541,adam,False,1.7425241240805742
49,0.9338229810225396,63,92,992,rmsprop,False,1.0253407111950699
58,0.051320844079768196,63,63,443,rmsprop,True,1.2692882660768618
58,0.1258107169971624,63,79,41,rmsprop,False,1.1035377450910642
58,0.006267701329379594,47,102,325,rmsprop,False,0.175559765807162
58,0.08289401183172043,53,82,111,rmsprop,False,0.678718420631941
32,0.0047250015749825125,75,114,467,adam,False,0.42822018922652594
10,0.7499919515048123,47,25,911,rmsprop,False,0.3303133200146136
8,0.29019201636047615,93,119,521,rmsprop,True,1.148171631376703
23,0.14105251515027725,47,102,463,rmsprop,False,0.32735799510198127
3,0.22917768558977536,30,96,209,rmsprop,False,0.3851094236733498
21,0.7150651036024329,79,102,353,rmsprop,False,0.9495915779098951
24,0.10096513746843322,14,44,765,adam,False,0.6912293249116266
28,0.002152229001714731,61,108,628,rmsprop,False,2.007121217977483
36,0.19492001611026072,96,11,692,rmsprop,True,1.3990415463517407
43,0.173272025027494,52,86,442,rmsprop,False,0.20191049679979728
15,0.3467247860917392,65,83,751,rmsprop,False,0.8466116632166898
