AdminStrata,Bamako,Kayes,Kidal,Koulikoro,Mopti,Segou,Sikasso,Tombouctou-Taoudeni
2020-10-27,1.0,0.0,1.0,0.0,85.0,6.0,1.0,2.0
2020-10-28,1.0,0.0,1.0,0.0,92.0,6.0,1.0,2.0
2020-10-29,1.0,0.0,1.0,0.0,89.0,6.0,1.0,2.0
2020-10-30,1.0,0.0,1.0,0.0,139.0,8.0,1.0,2.0
2020-10-31,1.0,0.0,1.0,0.0,137.0,8.0,1.0,0.0
2020-11-01,1.0,0.0,1.0,0.0,137.0,11.0,1.0,0.0
2020-11-02,1.0,0.0,1.0,0.0,134.0,13.0,1.0,0.0
2020-11-03,1.0,0.0,1.0,1.0,143.0,14.0,1.0,0.0
2020-11-04,1.0,0.0,1.0,1.0,145.0,14.0,1.0,0.0
2020-11-05,1.0,0.0,1.0,1.0,142.0,13.0,1.0,0.0
2020-11-06,1.0,1.0,1.0,1.0,139.0,14.0,1.0,0.0
2020-11-07,1.0,1.0,1.0,1.0,139.0,14.0,1.0,0.0
2020-11-08,1.0,1.0,1.0,1.0,139.0,9.0,1.0,0.0
2020-11-09,1.0,1.0,1.0,1.0,139.0,9.0,1.0,0.0
2020-11-10,1.0,1.0,1.0,1.0,139.0,9.0,1.0,0.0
2020-11-11,0.0,1.0,1.0,1.0,139.0,9.0,1.0,0.0
2020-11-12,0.0,1.0,1.0,1.0,137.0,9.0,1.0,0.0
2020-11-13,0.0,1.0,1.0,1.0,134.0,9.0,0.0,0.0
2020-11-14,0.0,1.0,0.0,1.0,135.0,9.0,0.0,0.0
2020-11-15,0.0,1.0,0.0,1.0,135.0,9.0,0.0,0.0
2020-11-16,0.0,1.0,0.0,1.0,135.0,14.0,0.0,0.0
2020-11-17,0.0,1.0,0.0,1.0,134.0,14.0,0.0,0.0
2020-11-18,0.0,1.0,0.0,1.0,133.0,15.0,0.0,0.0
2020-11-19,0.0,1.0,0.0,1.0,132.0,18.0,1.0,0.0
2020-11-20,0.0,1.0,0.0,1.0,135.0,18.0,1.0,0.0
2020-11-21,0.0,1.0,0.0,1.0,110.0,18.0,1.0,0.0
2020-11-22,0.0,4.0,0.0,1.0,111.0,18.0,1.0,0.0
2020-11-23,0.0,4.0,0.0,1.0,119.0,18.0,1.0,0.0
2020-11-24,0.0,4.0,0.0,1.0,118.0,18.0,1.0,0.0
2020-11-25,0.0,4.0,0.0,1.0,118.0,18.0,2.0,0.0
2020-11-26,0.0,4.0,0.0,1.0,116.0,24.0,2.0,0.0
2020-11-27,0.0,4.0,0.0,1.0,109.0,24.0,2.0,0.0
2020-11-28,0.0,4.0,0.0,1.0,111.0,24.0,2.0,0.0
2020-11-29,0.0,4.0,0.0,1.0,61.0,22.0,2.0,0.0
2020-11-30,0.0,4.0,0.0,1.0,61.0,22.0,2.0,0.0
2020-12-01,0.0,4.0,0.0,1.0,61.0,19.0,2.0,0.0
2020-12-02,0.0,4.0,0.0,1.0,61.0,17.0,2.0,0.0
2020-12-03,0.0,4.0,0.0,0.0,53.0,16.0,2.0,1.0
2020-12-04,0.0,4.0,0.0,0.0,51.0,16.0,2.0,1.0
2020-12-05,0.0,4.0,0.0,0.0,51.0,16.0,2.0,1.0
2020-12-06,0.0,3.0,0.0,0.0,55.0,18.0,2.0,1.0
2020-12-07,0.0,3.0,0.0,0.0,55.0,18.0,2.0,11.0
2020-12-08,0.0,3.0,0.0,0.0,55.0,18.0,2.0,11.0
2020-12-09,0.0,3.0,0.0,0.0,60.0,18.0,2.0,11.0
2020-12-10,0.0,3.0,0.0,0.0,60.0,18.0,2.0,17.0
2020-12-11,0.0,3.0,0.0,0.0,59.0,18.0,2.0,18.0
2020-12-12,0.0,3.0,0.0,0.0,26.0,18.0,2.0,38.0
2020-12-13,0.0,3.0,0.0,0.0,26.0,18.0,2.0,38.0
2020-12-14,0.0,3.0,0.0,0.0,24.0,18.0,2.0,38.0
