Conv1,Conv2,Dense,Dropout,LSTM,batch_size,lags,3 Months Anomaly (%) Rainfall,1 Month Anomaly (%) Rainfall,Cereals and tubers,Exchange rate (USD/LCU),FCS,Fatality,NDVI Anomaly,Rainfall (mm),rCSI,Lat,Lon,Population,Ramadan,epoch,val_loss,train_loss
30,2,47,0.3117741607720606,63,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,56,0.010505037444333235,0.0022516556665806214
30,2,9,0.3476102674282974,31,32,46,46,46,46,46,46,46,46,46,46,46,46,46,46,93,0.009467326539258162,0.008964739089280787
30,2,97,0.2972960293771852,23,32,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,0.008012884637961785,0.0017412293907372082
30,2,40,0.2616337045142006,38,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,52,0.00739542068913579,0.00242351597621086
30,2,70,0.3003058173761364,80,32,76,76,76,76,76,76,76,76,76,76,76,76,76,76,104,0.009129814244806767,0.00155528871838488
30,2,78,0.24178045594445724,45,32,16,16,16,16,16,16,16,16,16,16,16,16,16,16,54,0.009115614679952462,0.0016892430138937121
30,2,35,0.33115060970399324,12,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,56,0.00781238479539752,0.003559090293434871
30,2,70,0.23134707348116218,3,32,71,71,71,71,71,71,71,71,71,71,71,71,71,71,83,0.02313649356365204,0.002487707850050883
30,2,47,0.2567284478458776,81,32,61,61,61,61,61,61,61,61,61,61,61,61,61,61,99,0.010665131236116092,0.0016917565349666844
30,2,13,0.28130455095301865,79,32,96,96,96,96,96,96,96,96,96,96,96,96,96,96,230,0.009681636840105057,0.004023277711877156
54,2,32,0.3173347562190044,52,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,52,0.008867905164758364,0.0031981662280366635
34,2,56,0.28881282820635384,60,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,63,0.007684209011495113,0.0021997227181761608
59,2,34,0.3414019835140905,14,32,21,21,21,21,21,21,21,21,21,21,21,21,21,21,55,0.0094101934072872,0.00412294201216557
27,2,68,0.24662424455801601,13,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,54,0.008594434770445029,0.0026939645986117067
25,2,99,0.3053559634730547,64,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,58,0.007302155097325643,0.0019249781943835296
17,2,37,0.2775190606559649,57,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,56,0.008897525382538636,0.002543672193005158
10,2,51,0.36178190672752547,62,32,86,86,86,86,86,86,86,86,86,86,86,86,86,86,79,0.010932964893678824,0.002703677875901102
51,2,39,0.3148296771365492,7,32,51,51,51,51,51,51,51,51,51,51,51,51,51,51,56,0.010586222012837728,0.003877398306786111
28,2,54,0.33075336500369235,84,32,81,81,81,81,81,81,81,81,81,81,81,81,81,81,97,0.011174403068919977,0.0022958750551980403
30,2,78,0.29496200083216895,41,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,52,0.008054249050716559,0.001972862047020223
26,2,14,0.2614475064297297,58,512,66,66,66,66,66,66,66,66,66,66,66,66,66,66,121,0.016153685748577118,0.012178068293952474
20,2,66,0.32383324594384966,37,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,60,0.007842420227825641,0.00242125298086744
63,2,46,0.34193096893114383,1,64,56,56,56,56,56,56,56,56,56,56,56,56,56,56,214,0.012423648498952389,0.006135624076641811
40,2,31,0.23291660407551165,28,32,46,46,46,46,46,46,46,46,46,46,46,46,46,46,57,0.009540700043241182,0.0027987438543730287
60,2,59,0.25277066701588646,92,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,53,0.009938384033739566,0.0021040242313724623
45,2,18,0.3068718797653382,53,512,11,11,11,11,11,11,11,11,11,11,11,11,11,11,106,0.009198023937642574,0.0070016173423273756
12,2,52,0.26737892852221945,15,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,71,0.00712882187217474,0.0025389116451804256
47,2,30,0.2867145615302724,34,32,91,91,91,91,91,91,91,91,91,91,91,91,91,91,103,0.011239475446442763,0.004484143902141697
33,2,61,0.34917709356362714,74,32,16,16,16,16,16,16,16,16,16,16,16,16,16,16,55,0.009480297317107518,0.002268745597119969
62,2,40,0.22142067945041757,48,512,71,71,71,71,71,71,71,71,71,71,71,71,71,71,157,0.013875579461455345,0.006901435783483844
5,2,60,0.3145261329056771,10,64,76,76,76,76,76,76,76,76,76,76,76,76,76,76,56,0.01947833225131035,0.0033829520846436908
32,2,62,0.2719446622331312,96,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,53,0.008549507396916548,0.0019694234359192778
61,2,76,0.30236222753906017,72,128,96,96,96,96,96,96,96,96,96,96,96,96,96,96,63,0.014347447082400322,0.005557767893113787
30,2,24,0.331273033129544,51,32,61,61,61,61,61,61,61,61,61,61,61,61,61,61,86,0.00955564584583044,0.003676762099244765
14,2,80,0.24070454599158966,1,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,166,0.00871459674090147,0.006794017956180628
1,2,50,0.365550708386963,54,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,63,0.008538923691958189,0.0035212418640608546
39,2,74,0.27854525472021235,29,256,26,26,26,26,26,26,26,26,26,26,26,26,26,26,69,0.010876448825001717,0.0036874990649316663
53,2,79,0.3383456543104558,4,32,51,51,51,51,51,51,51,51,51,51,51,51,51,51,60,0.008998081895212333,0.003359594562965812
42,2,71,0.2924063600018835,40,32,21,21,21,21,21,21,21,21,21,21,21,21,21,21,53,0.01048608385026455,0.0018891810174358802
50,2,47,0.32398853721052706,35,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,117,0.0076279970817267895,0.005122145684855479
29,2,89,0.25173871235694883,97,32,86,86,86,86,86,86,86,86,86,86,86,86,86,86,169,0.008486510813236236,0.0013416290045365372
49,2,64,0.2606752286503815,86,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,53,0.007321767974644899,0.002087924336348926
30,2,45,0.3491001266052634,66,128,41,41,41,41,41,41,41,41,41,41,41,41,41,41,59,0.008961592800915241,0.003294284883559796
43,2,49,0.2312288887947625,25,32,81,81,81,81,81,81,81,81,81,81,81,81,81,81,263,0.009031015758713087,0.0016487053992157734
31,2,70,0.37413349516989675,77,32,66,66,66,66,66,66,66,66,66,66,66,66,66,66,59,0.010013719586034616,0.0020479813224203837
55,2,58,0.2778490594731868,27,32,56,56,56,56,56,56,56,56,56,56,56,56,56,56,62,0.0096383693938454,0.0018677089318806111
3,2,63,0.31417250271913355,18,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,123,0.0058188000693917274,0.004314578634298018
16,2,4,0.3554451481094575,99,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,56,0.0259679414331913,0.03336992872940315
48,2,95,0.24535314789443777,55,32,11,11,11,11,11,11,11,11,11,11,11,11,11,11,54,0.00892091387261947,0.001580985674763438
41,2,94,0.28718859821372084,1,512,91,91,91,91,91,91,91,91,91,91,91,91,91,91,153,0.010773430578410625,0.00792810735412133
57,2,43,0.3370686622749387,78,32,46,46,46,46,46,46,46,46,46,46,46,46,46,46,66,0.008969543067117532,0.002587968939718541
24,2,65,0.21235541906662564,26,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,57,0.007441157940775156,0.0021960318949235764
9,2,2,0.27016184396892434,1,128,16,16,16,16,16,16,16,16,16,16,16,16,16,16,136,0.012519697658717632,0.018246494260656557
36,2,53,0.32113747224776445,11,32,76,76,76,76,76,76,76,76,76,76,76,76,76,76,247,0.01093935960282882,0.0022989580513742883
30,2,29,0.3070195102187272,69,32,71,71,71,71,71,71,71,71,71,71,71,71,71,71,132,0.009156658252080282,0.002770401289065679
44,2,44,0.21903932637273807,56,512,96,96,96,96,96,96,96,96,96,96,96,96,96,96,91,0.013132032006978989,0.012277654555463601
56,2,57,0.29424101289228716,68,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,55,0.007819731471439202,0.0021753286257632323
19,2,21,0.32817468980355685,39,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,78,0.006329731084406376,0.0057309161457750534
7,2,69,0.34246513004637147,61,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,58,0.008448562708993752,0.00200820526671271
15,2,72,0.3623918478367335,5,32,21,21,21,21,21,21,21,21,21,21,21,21,21,21,57,0.009141143597662448,0.0036069472837779257
23,2,19,0.25944350897706714,43,512,61,61,61,61,61,61,61,61,61,61,61,61,61,61,204,0.010654094628989697,0.0069351410626300744
4,2,93,0.23318047579293147,16,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,55,0.010360257948438327,0.0019080198756265608
61,2,90,0.37661544956261195,76,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,57,0.007704238872975111,0.0022908004344785
46,2,15,0.2856084324130539,6,128,86,86,86,86,86,86,86,86,86,86,86,86,86,86,110,0.012473659589886665,0.0077245827303618515
30,2,3,0.3037553432329193,94,32,51,51,51,51,51,51,51,51,51,51,51,51,51,51,137,0.025822854166229568,0.03182759825328384
11,2,92,0.24221485061255071,71,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,54,0.009107520307103793,0.0013915377317748048
2,2,98,0.26814948515589926,65,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,157,0.006283111404627562,0.005515754292928824
8,2,11,0.31432832729100674,36,32,81,81,81,81,81,81,81,81,81,81,81,81,81,81,60,0.011305636043349903,0.00431802963010139
27,2,88,0.34743928661936313,75,32,66,66,66,66,66,66,66,66,66,66,66,66,66,66,52,0.010524870579441388,0.002037180757478756
38,2,77,0.3268725646731237,22,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,56,0.006744076497852802,0.0046929014038417614
28,2,36,0.2557527054097327,73,512,56,56,56,56,56,56,56,56,56,56,56,56,56,56,125,0.014000559225678444,0.00494832858962358
34,2,27,0.22634351236229117,1,32,91,91,91,91,91,91,91,91,91,91,91,91,91,91,331,0.012192868813872337,0.0028416456547207558
30,2,17,0.29517780376310515,88,64,26,26,26,26,26,26,26,26,26,26,26,26,26,26,60,0.010860949754714966,0.003971869863515154
54,2,25,0.3304955907088013,21,32,46,46,46,46,46,46,46,46,46,46,46,46,46,46,58,0.010069211634496847,0.004331838078097279
63,2,87,0.3675025105149019,95,128,11,11,11,11,11,11,11,11,11,11,11,11,11,11,57,0.008445652201771736,0.002522826756192547
25,2,82,0.3890339923827046,42,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,53,0.00875414563342929,0.0023751761193747992
17,2,78,0.3555930601948933,91,512,76,76,76,76,76,76,76,76,76,76,76,76,76,76,153,0.01106190774589777,0.004536992241060588
59,2,85,0.20130221123083264,89,32,16,16,16,16,16,16,16,16,16,16,16,16,16,16,55,0.009427323006093502,0.0014108158014069247
35,2,75,0.27033837926430937,19,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,104,0.00653787050396204,0.002999787344583296
51,2,67,0.3106911697066263,24,32,71,71,71,71,71,71,71,71,71,71,71,71,71,71,118,0.009394185555477937,0.0020248325507871913
18,2,41,0.24245971355619245,1,32,96,96,96,96,96,96,96,96,96,96,96,96,96,96,63,0.04309775878985723,0.004944401948402326
30,2,91,0.3379902571364156,98,512,61,61,61,61,61,61,61,61,61,61,61,61,61,61,70,0.01143630687147379,0.007133729738138971
26,2,42,0.18626682274531955,50,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,55,0.0083269527181983,0.002091452584940347
20,2,40,0.30026741211318797,31,64,31,31,31,31,31,31,31,31,31,31,31,31,31,31,56,0.010125433094799519,0.0030826057246055947
30,2,28,0.317627016712007,30,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,54,0.009711423205832641,0.0036187762201801217
10,2,16,0.28557754917331957,70,128,21,21,21,21,21,21,21,21,21,21,21,21,21,21,70,0.008885006420314312,0.0048584553154392375
40,2,24,0.255727361151735,87,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,57,0.008695351394514243,0.0029375548765354148
45,2,70,0.27415626721052694,47,512,51,51,51,51,51,51,51,51,51,51,51,51,51,51,69,0.011250925250351429,0.00653326872623328
12,2,26,0.21921057975247443,83,32,86,86,86,86,86,86,86,86,86,86,86,86,86,86,62,0.009466574620455503,0.0023467591407919123
47,2,22,0.35112743464986296,32,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,84,0.009411079809069633,0.008547524898721461
32,2,47,0.37865769226887896,80,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,54,0.00833938488115867,0.0028574178269407053
58,2,73,0.29212908597599657,8,32,66,66,66,66,66,66,66,66,66,66,66,66,66,66,73,0.013187860511243344,0.002988022196356183
60,2,81,0.30701806111344804,17,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,67,0.006291115190833807,0.0073600536080877165
61,2,5,0.2476711967688107,90,32,81,81,81,81,81,81,81,81,81,81,81,81,81,81,67,0.014229157691200573,0.01121614276672955
30,2,1,0.32525928128790915,20,32,56,56,56,56,56,56,56,56,56,56,56,56,56,56,94,0.025823190932472546,0.03129489601391261
62,2,84,0.3402796511562549,23,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,54,0.010452179796993732,0.002020518684370832
39,2,23,0.36519687795285616,59,128,91,91,91,91,91,91,91,91,91,91,91,91,91,91,154,0.012732753530144691,0.006575298763047426
5,2,10,0.2782131486327297,38,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,164,0.005957372952252626,0.007209473639144912
33,2,38,0.23642570417259798,33,32,11,11,11,11,11,11,11,11,11,11,11,11,11,11,54,0.010374049469828606,0.0022634232853123415
53,2,35,0.316807834286589,63,256,46,46,46,46,46,46,46,46,46,46,46,46,46,46,108,0.009153568185865879,0.005108687125076431
50,2,68,0.3840138491767496,45,32,16,16,16,16,16,16,16,16,16,16,16,16,16,16,57,0.009026176544527214,0.002551302394872722
49,2,51,0.30279443000465295,3,32,76,76,76,76,76,76,76,76,76,76,76,76,76,76,58,0.013191436852018039,0.004840969177705001
16,2,20,0.2080852427745973,46,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,58,0.00701379980891943,0.002909553172759007
14,2,99,0.33337839512839423,13,512,71,71,71,71,71,71,71,71,71,71,71,71,71,71,61,0.03801221027970314,0.007975889041857875
43,2,56,0.29083481875578054,81,32,61,61,61,61,61,61,61,61,61,61,61,61,61,61,146,0.008634316734969616,0.0018651306496134826
42,2,48,0.2533892321679497,52,32,96,96,96,96,96,96,96,96,96,96,96,96,96,96,254,0.00845803478732705,0.0020643453509177245
3,2,7,0.360520473799463,57,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,83,0.007397172041237354,0.007646731332828244
31,2,14,0.22636226820764171,49,128,31,31,31,31,31,31,31,31,31,31,31,31,31,31,59,0.009695193730294704,0.0045960990235556
48,2,55,0.26503528581857033,85,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,53,0.009271966355542342,0.0021301686293837842
30,2,9,0.27489794257043276,12,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,148,0.00700945733115077,0.007802822171534236
9,2,13,0.32251239177417174,1,256,51,51,51,51,51,51,51,51,51,51,51,51,51,51,107,0.009830724447965622,0.011196470567298056
6,2,37,0.3444716385558071,9,32,21,21,21,21,21,21,21,21,21,21,21,21,21,21,70,0.008442944722870986,0.003942460749143114
57,2,40,0.31201188300583216,79,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,56,0.0073156227047244705,0.002642587519477348
56,2,96,0.2833015915341437,7,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,53,0.009965619631111622,0.0021513534587268767
55,2,59,0.29716961752476256,84,512,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0.012253331951797009,0.008404310247688382
41,2,54,0.2160298712024904,62,32,66,66,66,66,66,66,66,66,66,66,66,66,66,66,130,0.009531695675104857,0.001548515709445757
44,2,66,0.18787905811731084,37,64,86,86,86,86,86,86,86,86,86,86,86,86,86,86,132,0.010707666166126728,0.002073493420386747
19,2,46,0.24604790714646219,82,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,58,0.009116807393729687,0.002279582660639653
23,2,31,0.3345904367390192,34,32,56,56,56,56,56,56,56,56,56,56,56,56,56,56,58,0.013019567665954431,0.003007655447002887
46,2,52,0.37337375659815075,14,512,91,91,91,91,91,91,91,91,91,91,91,91,91,91,113,0.011768634431064129,0.009427297884264054
30,2,78,0.23314138098324566,41,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,54,0.011330328695476056,0.0015071938412209406
29,2,34,0.35573692295257275,28,256,46,46,46,46,46,46,46,46,46,46,46,46,46,46,139,0.009882018901407719,0.003554634714910122
15,2,70,0.30170690881434714,58,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,55,0.007150461617857218,0.0019735194205700813
36,2,76,0.2621468028737046,92,32,36,36,36,36,36,36,36,36,36,36,36,36,36,36,54,0.00949936555698514,0.001555795300226858
61,4,39,0.34696955918034544,1,32,11,11,11,11,11,11,11,11,11,11,11,11,11,11,78,0.0059473357784251375,0.006534441278767098
11,2,24,0.3257965333176416,48,512,16,16,16,16,16,16,16,16,16,16,16,16,16,16,95,0.008138706907629967,0.007536854334913268
4,3,18,0.1782360148880086,40,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,63,0.007044486204783122,0.003083171968644781
13,2,60,0.2756275138690214,74,64,76,76,76,76,76,76,76,76,76,76,76,76,76,76,54,0.01178219635039568,0.0023855763763885917
27,1,62,0.19774530483444236,51,128,6,6,6,6,6,6,6,6,6,6,6,6,6,6,59,0.009581129066646099,0.002850295745350935
7,2,89,0.28871169857043383,96,32,71,71,71,71,71,71,71,71,71,71,71,71,71,71,90,0.00904514966532588,0.0012071966676149464
8,4,30,0.3113761199726687,64,32,96,96,96,96,96,96,96,96,96,96,96,96,96,96,68,0.009630722366273404,0.002743739333920299
34,2,50,0.38482627404261327,25,512,61,61,61,61,61,61,61,61,61,61,61,61,61,61,197,0.013669834472239017,0.00552540554531983
30,2,47,0.36525592862777634,15,256,26,26,26,26,26,26,26,26,26,26,26,26,26,26,66,0.00908599141985178,0.004884529367921662
54,2,71,0.26002675995588437,10,32,21,21,21,21,21,21,21,21,21,21,21,21,21,21,52,0.007958399939040343,0.002209995209058333
28,4,61,0.31996236887617907,86,16,31,31,31,31,31,31,31,31,31,31,31,31,31,31,52,0.00849114308754603,0.0021265900359929415
10,2,57,0.24937430874461555,35,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,54,0.009316607254246871,0.0022422864549309462
17,3,80,0.294741819949473,77,32,51,51,51,51,51,51,51,51,51,51,51,51,51,51,61,0.012856487060586612,0.0016743984169825309
63,2,63,0.33811567558367334,72,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,73,0.006804055999964476,0.006736744076080687
18,2,64,0.2389538407184024,1,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,96,0.008686813650031884,0.0041190769694941605
30,1,43,0.2700092487453381,53,64,86,86,86,86,86,86,86,86,86,86,86,86,86,86,101,0.010037112049758434,0.003847538210171205
38,4,95,0.282775616458555,27,128,81,81,81,81,81,81,81,81,81,81,81,81,81,81,56,0.015009528025984764,0.0038705724877891715
59,2,74,0.3045655763757645,97,32,66,66,66,66,66,66,66,66,66,66,66,66,66,66,67,0.011879453994333744,0.002210987483309521
51,2,94,0.35236982177998316,54,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,52,0.0073831675263742605,0.0019833062627204546
25,4,83,0.2258173827002673,4,256,56,56,56,56,56,56,56,56,56,56,56,56,56,56,81,0.016781343147158623,0.0036583088226412814
40,2,58,0.3925662943153012,55,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,54,0.010219000341991583,0.0027376923297323806
2,3,65,0.3743797273752518,93,16,91,91,91,91,91,91,91,91,91,91,91,91,91,91,127,0.008690966914097467,0.0017896674848042237
35,2,87,0.3243073760630726,29,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,54,0.007713850867003202,0.002125524092736925
58,1,49,0.33497214446580864,61,32,46,46,46,46,46,46,46,46,46,46,46,46,46,46,64,0.010206588419775169,0.002352710523830613
30,2,36,0.40531236847688706,1,512,11,11,11,11,11,11,11,11,11,11,11,11,11,11,316,0.006471699569374323,0.008609678245987157
20,4,29,0.3088232636272933,78,32,36,36,36,36,36,36,36,36,36,36,36,36,36,36,60,0.009616082968811194,0.00265432023864868
26,2,92,0.28906001774488355,16,128,16,16,16,16,16,16,16,16,16,16,16,16,16,16,57,0.009400123730301857,0.0028137830997396127
61,2,4,0.35848961105653865,99,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,55,0.010456977412104607,0.012916676219071712
12,2,63,0.31712129885211277,56,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,137,0.006551640573889017,0.0034983808542503876
21,2,63,0.3129475901591693,18,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,99,0.008041364140808582,0.003693642607098585
47,2,44,0.3012293501621983,18,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,75,0.007159384898841381,0.0047699045505956396
32,2,59,0.3445982193132968,18,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,80,0.008227077312767506,0.004183571068458148
3,2,93,0.27684146682825495,18,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,106,0.008244197815656662,0.004457082678130394
33,2,53,0.3301612159062755,76,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,75,0.007175327278673649,0.004686248188351725
60,2,63,0.2887519776560766,1,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,112,0.005884707905352116,0.006882056460768969
3,2,21,0.319492722716688,18,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,120,0.006348122842609882,0.006284311506617534
1,2,2,0.29890389128204337,11,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,89,0.025988196954131126,0.03254856683380969
3,2,63,0.26181266478360404,66,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,100,0.007151191588491201,0.0040886430809548395
39,2,27,0.2711914185130362,43,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,70,0.006528850179165602,0.004823411605880224
62,2,98,0.30963065193382344,39,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,63,0.007058320567011833,0.003670536365371209
30,2,11,0.33118236599636197,71,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,75,0.006854981184005737,0.007371549033098393
5,2,41,0.27880043866422627,68,256,76,76,76,76,76,76,76,76,76,76,76,76,76,76,60,0.01285924855619669,0.008091799419645856
42,2,78,0.3462404598653643,44,256,71,71,71,71,71,71,71,71,71,71,71,71,71,71,123,0.012065068818628788,0.0029437601613555697
3,2,77,0.252708186879058,73,256,96,96,96,96,96,96,96,96,96,96,96,96,96,96,76,0.009879839606583118,0.008352979417476388
14,2,12,0.31537616768418264,6,256,61,61,61,61,61,61,61,61,61,61,61,61,61,61,91,0.014661405235528946,0.009059856911855084
30,2,72,0.29306460473049123,65,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,83,0.006706761196255684,0.003759144533526253
3,2,79,0.3720307302701103,94,256,26,26,26,26,26,26,26,26,26,26,26,26,26,26,83,0.012080560438334942,0.0035473431980803665
31,2,90,0.3583327701294625,24,256,21,21,21,21,21,21,21,21,21,21,21,21,21,21,64,0.009388278238475323,0.0037773674146996603
50,2,88,0.325492036631659,1,256,31,31,31,31,31,31,31,31,31,31,31,31,31,31,260,0.0049357786774635315,0.004195646943105745
50,2,88,0.34129070761953223,1,256,31,31,31,31,31,31,31,31,31,31,31,31,31,31,92,0.008409411646425724,0.006105200368044681
29,2,15,0.3244421534328568,1,256,31,31,31,31,31,31,31,31,31,31,31,31,31,31,129,0.0067755733616650105,0.009504058418521123
50,2,88,0.30202883205217934,1,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,80,0.0066954633221030235,0.004143718840886456
50,2,40,0.3674630541696454,5,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,119,0.009615947244067986,0.0039828484493502694
43,2,82,0.33422717134903807,69,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,73,0.011113989166915417,0.006161834913226523
6,2,88,0.3498187345976183,1,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,152,0.006508308369666338,0.004190480140535984
16,2,88,0.2853979247258536,75,16,31,31,31,31,31,31,31,31,31,31,31,31,31,31,52,0.009757137981553872,0.0015326059946804776
50,2,47,0.38184424330871036,70,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,56,0.008615764913459618,0.0029771926726192928
50,2,17,0.27129061201122284,88,256,31,31,31,31,31,31,31,31,31,31,31,31,31,31,79,0.011160328052937984,0.005562680427620347
53,2,19,0.2566998832556772,36,32,86,86,86,86,86,86,86,86,86,86,86,86,86,86,71,0.011167595504472654,0.00449094519479781
49,4,25,0.2405832409072753,90,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,74,0.010095684789121151,0.007582903142238772
50,2,24,0.29800377889226914,47,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,57,0.00826235320419073,0.0041192699555856315
55,3,28,0.359811745308182,22,64,31,31,31,31,31,31,31,31,31,31,31,31,31,31,68,0.010035451501607895,0.004820213740503834
48,2,67,0.3270813935025565,91,128,51,51,51,51,51,51,51,51,51,51,51,51,51,51,88,0.010252079926431179,0.002971003151432884
57,1,3,0.26529418128462934,21,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,132,0.011175154832502206,0.010833867142597835
24,2,69,0.28326036690564527,32,256,31,31,31,31,31,31,31,31,31,31,31,31,31,31,68,0.011235945858061314,0.0038968652544557588
23,4,85,0.30686687103727583,95,32,81,81,81,81,81,81,81,81,81,81,81,81,81,81,72,0.01107154538234075,0.0016643297418745028
9,2,75,0.3386124704489562,1,512,66,66,66,66,66,66,66,66,66,66,66,66,66,66,454,0.010319682769477367,0.004108253782432453
30,2,91,0.31819578302274143,59,32,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0.01008958015590906,0.0016731497626802554
44,4,73,0.3521927937629737,42,16,26,26,26,26,26,26,26,26,26,26,26,26,26,26,53,0.009989802973965805,0.0022756232294141427
19,2,20,0.24796080240558516,19,32,91,91,91,91,91,91,91,91,91,91,91,91,91,91,71,0.011392998198668161,0.004178949586378458
41,2,5,0.23189579966072182,98,256,46,46,46,46,46,46,46,46,46,46,46,46,46,46,236,0.01070314459502697,0.007443778865266714
15,3,26,0.27398429874618635,8,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,161,0.008026672527194023,0.006838357791595866
61,2,70,0.3973351719696262,30,32,11,11,11,11,11,11,11,11,11,11,11,11,11,11,54,0.010568370359639328,0.0023317639900476863
36,1,84,0.3312559597385213,89,64,16,16,16,16,16,16,16,16,16,16,16,16,16,16,52,0.008797673508524895,0.0022411880745758415
8,2,38,0.3088468058125253,87,128,96,96,96,96,96,96,96,96,96,96,96,96,96,96,85,0.00963370781391859,0.007941343447577858
46,4,55,0.38610135488413055,63,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,52,0.009967943963905176,0.00250845932899866
4,2,7,0.285822728435952,46,32,76,76,76,76,76,76,76,76,76,76,76,76,76,76,70,0.011106289985279242,0.006019796150910661
7,2,35,0.34276103855596485,31,512,71,71,71,71,71,71,71,71,71,71,71,71,71,71,146,0.01313996221870184,0.006722452982828237
11,2,97,0.3669940183060263,1,256,21,21,21,21,21,21,21,21,21,21,21,21,21,21,106,0.0068629831075668335,0.006445673221929206
30,4,42,0.31997083986659386,20,32,51,51,51,51,51,51,51,51,51,51,51,51,51,51,54,0.01051711787780126,0.0026806018724473135
38,2,16,0.26099258029339484,23,16,61,61,61,61,61,61,61,61,61,61,61,61,61,61,69,0.010232824894289175,0.00521345638525894
